,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
245197,210118799,10/14/2021 0:00,10/14/2021 0:00,1835,1,Central,157,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0603 1218 2004 1309 0445 0448 0361,44,M,B,102.0,SIDEWALK,304.0,CLUB/BAT,AO,Adult Other,230.0,,,,6TH,TOWNE                        AV,34.0408,-118.2428
117299,201318911,10/23/2020 0:00,10/22/2020 0:00,2340,13,Newton,1361,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",1822 1402 1300 2004,35,M,H,101.0,STREET,,,AA,Adult Arrest,410.0,998.0,,,BROADWAY,50TH                         ST,33.9974,-118.2783
201656,210118424,10/10/2021 0:00,10/9/2021 0:00,1730,1,Central,185,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 1605 1300,35,M,O,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,900 S  BROADWAY,,34.0419,-118.2564
507880,220608968,4/18/2022 0:00,4/16/2022 0:00,2100,6,Hollywood,648,1,330,BURGLARY FROM VEHICLE,1822 1300 1601 1307 1609 0329 0344,39,F,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,ST ANDREWS,CARLTON,34.1005,-118.3115
919180,241404693,1/15/2024 0:00,1/15/2024 0:00,1530,14,Pacific,1454,2,625,OTHER ASSAULT,356,71,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625.0,,,,4700    LA VILLA MARINA,,33.9819,-118.4383
104268,200605038,1/22/2020 0:00,1/18/2020 0:00,1700,6,Hollywood,647,1,310,BURGLARY,0344 1607,61,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,1500    VINE                         ST,,34.098,-118.3267
638299,220909637,5/27/2022 0:00,5/27/2022 0:00,250,9,Van Nuys,923,2,903,CONTEMPT OF COURT,2004 2038,34,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,903.0,,,,14800    GILMORE                      ST,,34.1876,-118.4553
112544,200708189,4/12/2020 0:00,4/12/2020 0:00,235,7,Wilshire,711,2,625,OTHER ASSAULT,0356 2225 0416 2005,24,F,A,701.0,HOSPITAL,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,625.0,,,,8700    BEVERLY                      BL,,34.0782,-118.3695
743253,230601224,12/29/2023 0:00,12/29/2023 0:00,845,6,Hollywood,639,2,888,TRESPASSING,1402 1822 2004,0,X,X,504.0,OTHER RESIDENCE,,,IC,Invest Cont,888.0,998.0,,,5200    HOLLYWOOD                    BL,,34.1036,-118.3049
668986,230612670,7/10/2023 0:00,7/9/2023 0:00,1830,6,Hollywood,663,1,330,BURGLARY FROM VEHICLE,1822 1300 0354 0344 1601,28,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,JUNE,FOUNTAIN,34.0944,-118.3342
694163,230407728,4/24/2023 0:00,4/24/2023 0:00,1400,4,Hollenbeck,473,2,624,BATTERY - SIMPLE ASSAULT,0447 1309,28,M,H,504.0,OTHER RESIDENCE,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624.0,,,,2000    HOLLENBECK                   DR,,34.0378,-118.219
451936,221014391,9/23/2022 0:00,9/23/2022 0:00,1400,10,West Valley,1003,1,210,ROBBERY,1251 2024 1259 0344 1822 1815 0400 0305,17,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,18700    ELKWOOD                      ST,,34.2129,-118.5415
954545,240608809,4/28/2024 0:00,4/15/2024 0:00,725,6,Hollywood,656,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1501,45,X,B,506.0,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,440.0,,,,6000    ELEANOR                      AV,,34.0898,-118.3223
393963,210106876,3/2/2021 0:00,3/2/2021 0:00,1700,1,Central,191,1,220,ATTEMPTED ROBBERY,0104 0334 0302 1309 1822,41,M,H,203.0,OTHER BUSINESS,102.0,HAND GUN,IC,Invest Cont,220.0,,,,1700 S  FIGUEROA                     ST,,34.0362,-118.2709
165310,202018194,12/11/2020 0:00,12/11/2020 0:00,800,20,Olympic,2097,1,510,VEHICLE - STOLEN,1402 0330 1611 0907,0,X,X,101.0,STREET,,,AA,Adult Arrest,510.0,998.0,,,20TH                         ST,MARIPOSA                     AV,34.0382,-118.2984
44697,201205785,1/26/2020 0:00,1/1/2020 0:00,1300,12,77th Street,1207,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1813 1814 1906,33,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,956.0,,,,4600    WESLEY                       AV,,34.0016,-118.2878
723896,231218352,8/25/2023 0:00,8/25/2023 0:00,1330,12,77th Street,1259,1,310,BURGLARY,1607 0344,36,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,600 E  74TH                         ST,,33.973,-118.2652
649401,231420160,11/12/2023 0:00,11/10/2023 0:00,900,14,Pacific,1434,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,68,M,O,108.0,PARKING LOT,,,IC,Invest Cont,745.0,,,,3500 S  CENTINELA                    AV,,34.0038,-118.4423
489105,221313446,6/25/2022 0:00,6/25/2022 0:00,935,13,Newton,1354,2,901,VIOLATION OF RESTRAINING ORDER,2038 2004 0913,52,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901.0,,,,4000    TRINITY                      ST,,34.0112,-118.2704
985805,241705954,2/15/2024 0:00,2/15/2024 0:00,400,17,Devonshire,1749,2,624,BATTERY - SIMPLE ASSAULT,0446 0400 1810 0444 0416,67,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,10600    COLLETT                      AV,,34.2624,-118.4837
736503,230515547,11/7/2023 0:00,11/6/2023 0:00,1800,5,Harbor,515,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1500    ISLAND                       AV,,33.7931,-118.2672
975109,240205804,2/1/2024 0:00,1/18/2024 0:00,1200,2,Rampart,235,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0444 0400,27,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,200 N  ALVARADO                     ST,,34.0677,-118.2731
5942,200608385,3/27/2020 0:00,3/26/2020 0:00,1500,6,Hollywood,668,1,310,BURGLARY,0358 0344 1607 1822,0,X,X,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,310.0,,,,5600    FOUNTAIN                     AV,,34.0948,-118.3114
562289,220210805,5/24/2022 0:00,5/24/2022 0:00,1550,2,Rampart,221,2,624,BATTERY - SIMPLE ASSAULT,1202 1309 1822 0416 0446 1300 1310,62,M,W,719.0,MEDICAL/DENTAL OFFICES,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,4100    BEVERLY                      BL,,34.0777,-118.2961
389192,210711766,8/9/2021 0:00,8/8/2021 0:00,1300,7,Wilshire,747,1,330,BURGLARY FROM VEHICLE,1402 1609 0321,63,F,B,101.0,STREET,,,IC,Invest Cont,330.0,998.0,,,4800    EDGEWOOD                     PL,,34.055,-118.3358
778495,231700612,2/10/2023 0:00,2/10/2023 0:00,1430,17,Devonshire,1792,1,310,BURGLARY,0329 1606 0352 0344 1402 0321,41,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,998.0,,,19300    PARTHENIA                    ST,,34.2282,-118.5535
950546,240812056,11/19/2024 0:00,3/10/2024 0:00,1000,8,West LA,849,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1000 S  SHENANDOAH                   ST,,34.0594,-118.3814
961878,240908989,5/10/2024 0:00,5/9/2024 0:00,1630,9,Van Nuys,964,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,62,F,H,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,14000    RIVERSIDE                    DR,,34.1576,-118.4387
177796,211512027,7/19/2021 0:00,11/18/2020 0:00,500,15,N Hollywood,1531,1,330,BURGLARY FROM VEHICLE,1300 0344,38,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,12600    BURBANK                      BL,,34.1721,-118.4068
311169,210704465,1/14/2021 0:00,1/13/2021 0:00,2300,7,Wilshire,783,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0408,42,F,B,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,236.0,,,,2100 S  BURNSIDE                     AV,,34.0389,-118.3581
228356,212004949,1/27/2021 0:00,1/26/2021 0:00,2030,20,Olympic,2005,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,BEVERLY                      BL,NORMANDIE                    AV,34.0763,-118.3004
340217,210813994,9/13/2021 0:00,8/23/2021 0:00,1830,8,West LA,802,1,310,BURGLARY,0352 1605 1822 0344,38,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,1000    GALLOWAY                     ST,,34.0474,-118.5211
256722,210320293,12/16/2021 0:00,12/15/2021 0:00,900,3,Southwest,363,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 1300,38,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,4200    SANTA ROSALIA                DR,,34.0128,-118.3447
572519,221914957,9/26/2022 0:00,9/24/2022 0:00,2230,19,Mission,1962,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344,38,F,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,9800 N  SEPULVEDA                    BL,,34.2482,-118.4674
926225,241406538,2/25/2024 0:00,2/20/2024 0:00,2100,14,Pacific,1443,1,520,VEHICLE - ATTEMPT STOLEN,,23,F,W,101.0,STREET,,,IC,Invest Cont,520.0,,,,2700    ABBOT KINNEY                 BL,,33.9884,-118.4546
405444,210614869,8/24/2021 0:00,8/24/2021 0:00,2010,6,Hollywood,645,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416,44,M,W,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6800    HOLLYWOOD                    BL,,34.1016,-118.3391
761001,230511420,7/23/2023 0:00,7/23/2023 0:00,1045,5,Harbor,557,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0344 0443 2004 1601 0913 0334,46,M,W,501.0,SINGLE FAMILY DWELLING,311.0,HAMMER,IC,Invest Cont,230.0,,,,600 W  5TH                          ST,,33.7397,-118.2902
520777,220308566,4/4/2022 0:00,4/4/2022 0:00,1640,3,Southwest,359,1,761,BRANDISH WEAPON,0334 0421 1822,66,M,B,401.0,MINI-MART,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761.0,,,,3900 S  FIGUEROA                     ST,,34.014,-118.2828
172539,201509829,5/11/2020 0:00,5/8/2020 0:00,2000,15,N Hollywood,1532,1,330,BURGLARY FROM VEHICLE,0344 1300,0,M,O,208.0,AUTO SALES LOT,,,IC,Invest Cont,330.0,,,,6000    LAUREL CANYON                BL,,34.1797,-118.4014
820779,231418929,10/17/2023 0:00,10/17/2023 0:00,1000,14,Pacific,1412,2,624,BATTERY - SIMPLE ASSAULT,416,64,F,W,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,900    OCEAN FRONT                  WK,,33.9933,-118.4765
792802,230712503,7/25/2023 0:00,4/29/2023 0:00,2126,7,Wilshire,733,2,354,THEFT OF IDENTITY,0930 0100 1822,31,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5600    WILSHIRE                     BL,,34.0637,-118.3562
605156,222104165,1/5/2022 0:00,1/3/2022 0:00,1912,21,Topanga,2158,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,35,M,X,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,442.0,,,,20800    VICTORY                      BL,,34.1884,-118.5884
999967,241110436,9/4/2024 0:00,9/3/2024 0:00,940,11,Northeast,1177,1,510,VEHICLE - STOLEN,,0,,,102.0,SIDEWALK,,,IC,Invest Cont,510.0,,,,3200 N  FIGUEROA                     ST,,34.0884,-118.2258
955013,240613199,11/9/2024 0:00,11/9/2024 0:00,130,6,Hollywood,646,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,1300 N  HIGHLAND                     AV,,34.0944,-118.3386
606987,220407494,4/13/2022 0:00,4/12/2022 0:00,2100,4,Hollenbeck,464,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344 1402,26,M,H,108.0,PARKING LOT,,,IC,Invest Cont,420.0,998.0,,,200 N  SOTO                         ST,,34.0445,-118.2116
357568,210909704,5/25/2021 0:00,5/25/2021 0:00,1030,9,Van Nuys,932,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822,35,M,W,301.0,GAS STATION,,,IC,Invest Cont,331.0,,,,6100 N  SEPULVEDA                    BL,,34.1807,-118.4662
957403,241608709,6/2/2024 0:00,5/3/2024 0:00,1600,16,Foothill,1655,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,32,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,10800    WALNUT                       DR,,34.2504,-118.3696
422115,221708867,3/18/2022 0:00,3/17/2022 0:00,1828,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352,0,X,X,405.0,CLOTHING STORE,,,IC,Invest Cont,442.0,,,,9300    TAMPA                        AV,,34.244,-118.5583
689292,230616375,10/12/2023 0:00,10/11/2023 0:00,2000,6,Hollywood,667,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,1100 N  BEACHWOOD                    DR,,34.0908,-118.3212
120916,201512660,7/15/2020 0:00,7/13/2020 0:00,2100,15,N Hollywood,1525,2,354,THEFT OF IDENTITY,0929 1822,55,M,W,101.0,STREET,,,AO,Adult Other,354.0,,,,LAUREL CANYON                BL,SYLVAN                       ST,34.1848,-118.3965
537804,220716195,11/4/2022 0:00,11/2/2022 0:00,1,7,Wilshire,773,2,354,THEFT OF IDENTITY,0929 1822,25,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1800 S  RIDGELEY                     DR,,34.042,-118.3582
442580,221810522,5/9/2022 0:00,5/6/2022 0:00,128,18,Southeast,1826,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0394 0344,43,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,1500 E  101ST                        ST,,33.9451,-118.2482
364366,220804641,12/28/2021 0:00,12/17/2021 0:00,1931,8,West LA,899,2,354,THEFT OF IDENTITY,0100 1822,38,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3200    FAY                          AV,,34.0325,-118.3811
492671,221114700,10/4/2022 0:00,10/1/2022 0:00,1245,11,Northeast,1136,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,41,M,F,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,4400    EAGLE ROCK                   BL,,34.1243,-118.2205
721651,230909234,5/10/2023 0:00,5/1/2023 0:00,530,9,Van Nuys,981,1,310,BURGLARY,0349 0344,33,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,4300 N  SEPULVEDA                    BL,,34.1537,-118.4662
817987,230907101,3/17/2023 0:00,3/13/2023 0:00,625,9,Van Nuys,964,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,49,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,14300    MAGNOLIA                     BL,,34.1649,-118.4443
730015,230807433,3/20/2023 0:00,3/17/2023 0:00,2200,8,West LA,881,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0397 0344,31,M,H,108.0,PARKING LOT,,,IC,Invest Cont,440.0,,,,1900 S  BUNDY                        DR,,34.0353,-118.4571
791514,230305225,1/22/2023 0:00,1/22/2023 0:00,200,3,Southwest,397,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0342 0443 1814 2002 0432 0330 0913 1816 2000 0906,25,M,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,4200    DALTON                       AV,,34.0073,-118.3035
838413,231114362,10/10/2023 0:00,10/1/2023 0:00,1730,11,Northeast,1162,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203.0,OTHER BUSINESS,,,IC,Invest Cont,668.0,,,,4500    HOLLYWOOD                    BL,,34.0984,-118.2874
118437,202011202,6/21/2020 0:00,6/21/2020 0:00,1315,20,Olympic,2056,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,900 S  NEW HAMPSHIRE                AV,,34.05,-118.2926
428079,221811110,5/20/2022 0:00,5/20/2022 0:00,1000,18,Southeast,1804,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0416 0432 0448,34,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,900 E  87TH                         ST,,33.9593,-118.2586
786487,231110579,6/27/2023 0:00,6/27/2023 0:00,1000,11,Northeast,1163,2,354,THEFT OF IDENTITY,1822 0929 0928 1202,65,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1200 N  NEW HAMPSHIRE                AV,,34.0935,-118.2932
113116,201011888,8/10/2020 0:00,8/8/2020 0:00,100,10,West Valley,1004,2,888,TRESPASSING,1822 1402,43,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888.0,998.0,,,8000    DARBY                        AV,,34.2164,-118.5334
245392,211614526,12/20/2021 0:00,12/20/2021 0:00,2200,16,Foothill,1681,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402 1307,46,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,998.0,,,LAUREL CANYON                BL,WEBB                         ST,34.225,-118.3963
125375,201706151,2/19/2020 0:00,1/19/2020 0:00,1500,17,Devonshire,1764,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,57,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,9300    TAMPA                        AV,,34.244,-118.5583
51000,201111879,7/27/2020 0:00,7/27/2020 0:00,345,11,Northeast,1142,1,310,BURGLARY,1609 0329,0,X,X,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,310.0,,,,2100    HILLHURST                    AV,,34.11,-118.2874
996467,240106339,2/1/2024 0:00,1/30/2024 0:00,200,1,Central,132,1,121,"RAPE, FORCIBLE",0500 2034 1206 1262 2002 0536 0526 0510 0522,29,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,,,,200 S  FIGUEROA                     ST,,34.0566,-118.2531
107291,201214199,6/4/2020 0:00,6/4/2020 0:00,2050,12,77th Street,1243,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2000 1813 1309 0913 0344,33,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,440.0,,,,7100 S  HARVARD                      BL,,33.9746,-118.3068
737418,231909776,5/25/2023 0:00,5/25/2023 0:00,925,19,Mission,1952,2,624,BATTERY - SIMPLE ASSAULT,446,25,M,H,418.0,,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,15400    DEVONSHIRE                   ST,,34.2573,-118.4675
427471,222010023,5/17/2022 0:00,5/13/2022 0:00,1500,20,Olympic,2022,1,310,BURGLARY,1605 0358 0344 1822,40,M,W,118.0,CONSTRUCTION SITE,,,IC,Invest Cont,310.0,,,,500 S  MANHATTAN                    PL,,34.0653,-118.3104
634735,220400644,3/28/2022 0:00,3/28/2022 0:00,655,4,Hollenbeck,412,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1407 1300 1307 1100 0430,21,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,998.0,,,DALY,AVENUE 26,34.0765,-118.2157
505261,222012511,7/13/2022 0:00,7/13/2022 0:00,1330,20,Olympic,2033,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,3700    WILSHIRE                     BL,,34.0617,-118.3066
257521,210812685,8/10/2021 0:00,8/10/2021 0:00,1107,8,West LA,808,2,624,BATTERY - SIMPLE ASSAULT,0919 1300 0400 0416 0417 0334,23,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,2800    DEEP CANYON                  DR,,34.1236,-118.4314
301394,210517721,12/31/2021 0:00,12/31/2021 0:00,230,5,Harbor,518,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0416 0446 0401 2002 1814 1813,21,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,100 E  DON                          ST,,33.7984,-118.2639
996829,240306544,2/19/2024 0:00,2/19/2024 0:00,100,3,Southwest,397,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0416,34,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",221.0,GLASS,IC,Invest Cont,230.0,,,,1000 W  MARTIN LUTHER KING JR        BL,,34.0109,-118.2915
76161,201226463,12/15/2020 0:00,12/15/2020 0:00,1720,12,77th Street,1255,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913 0561,44,F,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,740.0,,,,1100 W  FLORENCE                     AV,,33.9746,-118.2937
993774,240606157,2/14/2024 0:00,2/14/2024 0:00,2100,6,Hollywood,628,2,624,BATTERY - SIMPLE ASSAULT,0400 0444,23,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5900    FRANKLIN                     AV,,34.1084,-118.3213
505135,220304852,1/20/2022 0:00,1/19/2022 0:00,2128,3,Southwest,358,1,310,BURGLARY,0947 1251 1822 0344,19,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310.0,,,,3000    MCCLINTOCK                   AV,,34.0208,-118.2898
82955,200311033,5/8/2020 0:00,5/8/2020 0:00,925,3,Southwest,338,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0202 0342 0344 0394 1822 1251 1309,34,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,1200 W  29TH                         ST,,34.0284,-118.2866
294066,211004070,1/2/2021 0:00,1/2/2021 0:00,1000,10,West Valley,1027,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0446 2000 0913 0416 1814 0419 2004 1218,29,F,W,509.0,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,7100    WHITE OAK                    AV,,34.1997,-118.5186
1000437,240809861,5/3/2024 0:00,2/20/2024 0:00,100,8,West LA,815,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0500 1822 0400 0416 0540 0432,33,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815.0,,,,PICO,SEPULVEDA,34.0701,-118.4594
274130,211210950,4/25/2021 0:00,4/24/2021 0:00,2315,12,77th Street,1273,1,210,ROBBERY,0400 0305 0344 0346 0359 0444 1822 1206 0429 1218,34,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,WESTERN                      AV,W  87TH                         ST,33.9591,-118.309
779376,230917783,12/22/2023 0:00,12/21/2023 0:00,1150,9,Van Nuys,926,2,624,BATTERY - SIMPLE ASSAULT,0416 0400 1810,25,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,6600    SYLMAR                       AV,,34.1907,-118.4465
701892,230714508,9/12/2023 0:00,9/12/2023 0:00,1,7,Wilshire,774,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 0448 0447,60,M,H,504.0,OTHER RESIDENCE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,1800 S  SYCAMORE                     AV,,34.0432,-118.3499
812047,230110584,4/13/2023 0:00,4/13/2023 0:00,2210,1,Central,162,2,888,TRESPASSING,1501 2004 0910,0,X,X,835.0,7TH AND METRO CENTER (NOT LINE SPECIFIC),,,IC,Invest Cont,888.0,,,,600 W  7TH                          ST,,34.0473,-118.2566
470810,221216749,7/31/2022 0:00,7/30/2022 0:00,2300,12,77th Street,1267,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,8300 S  HOOVER                       ST,,33.9633,-118.2871
525384,220812266,7/20/2022 0:00,7/19/2022 0:00,2130,8,West LA,898,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2300 S  HOLT                         AV,,34.0393,-118.3812
